MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice
0,3,0.07293930683119493,1,3,3,4,0,23,2,0,2,5,6,1,2,0.0,3,2,1,3,3,1,0.220949263502455,2,1,4,0.18726450640542575,0,1,1,1,2,1,3,6,2,1,1,0.21720733427362482,4,4,1,0.0,0.19012797074954296,0.0,0.0,0.0,6,8,4,170000
9,3,0.036831896048049734,1,0,3,1,0,20,2,0,6,5,7,1,2,0.0,3,4,1,2,3,0,0.1374795417348609,2,1,4,0.10361718161266015,1,0,1,0,2,1,2,6,0,1,1,0.3554301833568406,4,2,2,0.28004667444574094,0.0,0.0,0.0,0.0,11,8,4,144000
0,3,0.03692537801771483,1,0,3,1,0,5,2,0,2,5,6,3,2,0.0,3,4,1,2,3,0,0.153518821603928,4,1,4,0.11379050489826675,1,0,1,0,3,1,3,6,0,5,2,0.21720733427362482,4,4,2,0.1691948658109685,0.0,0.0,0.0,0.0,6,8,4,130250
0,3,0.031059384421229755,1,3,3,4,0,12,2,0,2,5,6,1,2,0.0,3,4,1,3,3,3,0.18821603927986907,0,1,0,0.15373021853805577,1,0,1,0,3,1,3,6,0,1,1,0.21156558533145275,4,4,2,0.0,0.0,0.0,0.0,0.0,4,8,4,141000
11,3,0.029717918156535558,1,3,3,4,0,16,2,4,2,9,5,3,1,0.2575,0,4,2,0,3,3,0.28674304418985275,0,1,4,0.2671439336850038,1,0,2,0,2,1,0,6,1,1,1,0.40620592383638926,4,4,2,0.22870478413068843,0.14990859232175502,0.0,0.0,0.0,1,8,4,319900
4,3,0.05385496272406459,1,0,3,1,0,11,2,0,0,7,5,1,2,0.0,2,4,2,0,3,3,0.2346972176759411,0,1,4,0.34193669932177845,1,0,1,1,1,1,2,6,1,1,1,0.47249647390691113,4,4,2,0.19603267211201866,0.07861060329067641,0.0,0.0,0.4125,7,8,0,239686
0,1,0.04578746874196639,1,3,3,4,0,21,2,0,2,8,5,1,2,0.0,2,4,2,2,3,0,0.2710310965630115,0,1,4,0.2490580256217031,0,0,2,0,3,1,2,6,0,1,1,0.5825105782792666,4,4,2,0.0,0.26691042047531993,0.0,0.0,0.0,6,8,4,249700
14,4,0.014751454813152914,1,3,3,4,0,17,2,1,5,4,5,1,2,0.0,3,4,0,3,3,3,0.12045826513911621,2,1,4,0.21062547098718915,0,0,2,0,2,3,3,6,0,6,3,0.0,5,5,0,0.0,0.0,0.1847826086956522,0.0,0.0,5,6,5,113000
0,3,0.03011054242912898,1,3,3,4,0,19,2,0,2,5,7,1,2,0.0,3,4,1,3,3,3,0.1563011456628478,0,1,4,0.11699321778447627,1,0,1,0,3,1,3,6,0,1,2,0.27221438645980256,4,4,2,0.0,0.0,0.0,0.0,0.0,0,8,4,127000
5,3,0.05874874383603262,1,1,3,0,0,8,2,0,5,6,6,1,2,0.0,3,4,2,2,3,0,0.12995090016366614,2,1,4,0.21401657874905805,0,1,2,0,3,1,3,6,0,1,0,0.2736248236953456,4,4,2,0.0,0.13711151736745886,0.0,0.0,0.0,6,8,4,177000
4,4,0.02309004650727991,1,3,3,4,0,3,2,0,0,6,6,1,2,0.0,3,4,2,3,3,3,0.1335515548281506,4,1,4,0.15862848530519968,0,0,1,0,3,1,3,6,1,5,2,0.3723554301833568,4,4,2,0.1306884480746791,0.0,0.0,0.0,0.0,8,8,4,114500
10,4,0.03352263432190516,0,1,0,0,1,9,8,2,2,5,5,1,2,0.0,1,4,1,2,3,1,0.1335515548281506,4,0,4,0.09080633006782216,1,0,1,0,2,1,3,6,0,4,2,0.3638928067700987,4,4,2,0.12368728121353557,0.0,0.0,0.0,0.0,4,8,4,110000
0,3,0.22889527682348268,1,0,2,4,0,24,2,0,2,9,5,1,2,0.0,2,4,1,0,3,1,0.3014729950900164,2,1,4,0.28409947249434814,2,0,0,1,0,1,2,6,1,1,0,0.6304654442877292,4,4,2,0.9999999999999999,0.1316270566727605,0.0,0.0,0.0,10,8,4,385000
8,3,0.027268690551309913,1,3,0,4,1,12,2,0,7,5,5,1,2,0.0,3,4,1,3,3,3,0.06284779050736498,4,1,4,0.193293142426526,0,0,1,0,3,1,3,2,1,5,2,0.4033850493653032,4,4,2,0.0,0.09140767824497258,0.0,0.0,0.0,1,8,4,130000
0,3,0.0414826240388885,1,0,3,4,0,12,2,0,2,6,5,1,1,0.17,3,4,1,3,3,3,0.23322422258592473,2,1,4,0.20553880934438584,0,0,2,0,3,1,3,6,1,1,1,0.40620592383638926,4,4,2,0.0,0.0,0.0,0.8011811023622047,0.0,6,8,4,180500
12,1,0.0062866624599780315,1,3,3,4,0,21,2,3,5,8,5,1,1,0.28500000000000003,2,4,2,2,3,3,0.15875613747954176,0,1,4,0.2646948003014318,1,0,2,1,3,1,2,6,0,1,0,0.3385049365303244,4,4,2,0.13418903150525086,0.0,0.0,0.0,0.0,7,8,0,172500
5,3,0.04835354880927341,1,0,3,0,0,5,2,0,5,7,5,1,2,0.0,2,4,2,2,3,3,0.1407528641571195,0,1,4,0.26111529766390357,0,0,2,1,3,1,2,6,0,1,1,0.39844851904090267,4,4,2,0.0,0.12797074954296161,0.0,0.0,0.0,7,8,4,196500
5,3,0.05787468741966393,1,1,1,1,0,22,2,0,5,10,5,3,1,0.644375,0,4,2,0,3,1,0.23076923076923078,0,1,4,0.4918990203466466,0,0,3,1,3,1,2,6,1,3,0,0.4520451339915374,4,4,2,0.22403733955659275,0.0,0.06702898550724638,0.0,0.0,9,6,5,438780
0,3,0.027577181051204748,1,3,0,4,0,5,2,0,2,5,7,1,2,0.0,3,4,1,3,3,0,0.12765957446808512,0,1,4,0.0840241145440844,0,0,1,0,2,1,3,6,0,5,2,0.24823695345557123,4,4,2,0.22870478413068843,0.0,0.0,0.0,0.0,0,8,4,124900
0,3,0.05502348734487835,1,3,3,4,0,20,5,0,2,6,5,1,2,0.0,3,4,2,2,3,3,0.18952536824877253,0,1,4,0.1552373775433308,1,0,1,1,3,1,2,6,0,5,2,0.40620592383638926,4,4,2,0.0,0.09140767824497258,0.0,0.0,0.0,4,6,5,158000
7,4,0.027577181051204748,1,3,3,4,0,9,2,0,4,5,7,1,2,0.0,3,4,0,3,0,3,0.08674304418985271,4,0,4,0.14638281838733985,0,0,1,0,3,1,1,6,0,5,2,0.20310296191819463,4,4,0,0.0,0.0,0.2608695652173913,0.0,0.0,2,8,4,101000
11,3,0.024034214400897425,1,0,3,4,0,16,2,4,2,8,5,1,3,0.11125,2,4,2,2,1,2,0.2242225859247136,0,1,4,0.19517709118311982,0,0,2,0,2,1,2,6,1,1,1,0.3413258110014104,4,4,2,0.14002333722287047,0.08957952468007313,0.0,0.0,0.0,9,8,4,202500
6,4,0.042066886349295375,1,0,0,4,0,17,6,0,5,7,6,1,2,0.0,3,4,0,3,3,3,0.09427168576104747,2,1,4,0.2592313489073097,0,0,2,0,3,1,3,6,0,5,2,0.3385049365303244,4,4,2,0.014002333722287047,0.02010968921389397,0.11594202898550725,0.0,0.0,3,8,4,140000
5,3,0.03774334525228446,1,3,3,4,0,5,2,0,5,7,5,1,1,0.358125,3,4,2,2,3,3,0.17299509001636662,0,1,4,0.3202712886209495,1,0,2,1,3,1,2,6,0,1,1,0.45486600846262343,4,4,2,0.6721120186697782,0.06581352833638025,0.0,0.0,0.0,1,8,4,219500
5,3,0.038752950524667554,1,3,3,4,0,16,2,0,5,8,5,1,1,0.215,2,4,2,0,3,0,0.18707037643207858,0,1,4,0.40297663903541825,0,0,2,1,4,1,2,6,1,3,1,0.6008462623413258,4,4,2,0.22403733955659275,0.2760511882998172,0.0,0.0,0.0,9,8,4,317000
0,3,0.08693823178854379,1,3,3,4,0,12,3,0,2,7,5,1,1,0.179375,3,4,1,2,3,1,0.318657937806874,4,1,4,0.3528636021100226,1,0,2,0,3,1,3,2,1,1,1,0.40620592383638926,4,4,2,0.3512252042007001,0.0,0.0,0.0,0.0,6,8,4,180000
0,3,0.04377293229568347,1,0,3,4,0,5,2,0,2,7,5,1,1,0.104375,2,4,2,2,3,0,0.23780687397708677,0,1,4,0.21571213262999245,1,0,2,0,3,1,2,6,0,1,1,0.3935119887165021,4,4,2,0.16802800466744455,0.05301645338208409,0.0,0.0,0.0,5,8,4,226000
1,4,0.015461917782607679,1,3,3,0,0,17,0,0,2,4,6,1,2,0.0,3,2,1,3,3,3,0.12225859247135844,4,1,4,0.0778070836473248,0,0,1,0,2,1,3,6,0,1,2,0.15514809590973203,4,4,2,0.0,0.0,0.0,0.0,0.0,5,8,4,80000
4,3,0.06680688962116432,1,3,3,0,0,4,2,0,0,7,4,1,2,0.0,2,4,1,3,3,3,0.21342062193126024,4,1,4,0.36793519216277315,0,0,2,0,3,1,3,6,1,1,0,0.4703808180535966,4,4,2,0.0,0.038391224862888484,0.20652173913043478,0.0,0.0,6,8,4,225000
0,3,0.05772979036668303,1,0,3,4,0,12,2,0,2,7,6,1,1,0.696875,3,2,1,2,3,1,0.3638297872340426,0,1,4,0.35587792012057273,1,0,2,0,3,1,3,6,2,1,0,0.3638928067700987,4,4,2,0.35005834305717615,0.0,0.0,0.0,0.0,1,8,4,244000
0,3,0.02944214634602351,1,3,3,0,0,11,2,0,2,4,6,1,2,0.0,3,4,1,3,3,3,0.13829787234042554,4,1,4,0.09626978146194423,1,0,1,0,2,1,3,6,0,5,2,0.2538787023977433,4,4,2,0.0,0.0,0.0,0.0,0.0,5,8,4,129500
5,3,0.041323704690457826,1,0,3,0,0,8,2,0,5,7,5,1,1,0.025,3,4,2,2,3,3,0.13617021276595745,2,1,4,0.2607385079125848,0,0,2,1,3,1,3,6,1,1,0,0.3011283497884344,4,4,2,0.0,0.17184643510054845,0.0,0.0,0.60625,11,8,4,185000
0,3,0.04159947650096987,1,3,3,4,0,12,2,0,2,5,7,1,1,0.065,3,4,1,3,3,3,0.1777414075286416,2,1,4,0.14167294649585532,1,0,1,0,3,1,3,6,0,1,2,0.3455571227080395,4,4,2,0.0,0.0,0.0,0.0,0.0,4,8,4,144900
4,4,0.02098670218981514,1,3,3,0,0,17,2,0,5,3,6,2,2,0.0,2,2,1,1,3,3,0.1374795417348609,2,0,4,0.23944988696307462,0,0,2,0,3,2,3,6,0,5,2,0.26727785613540195,4,4,2,0.0,0.0,0.36594202898550726,0.0,0.0,4,8,4,107400
13,4,0.0013835331510434921,1,3,3,4,0,10,2,3,7,4,5,1,2,0.0,3,4,1,2,3,1,0.07561374795417349,4,1,4,0.12321024868123587,1,0,1,0,2,1,3,6,0,3,2,0.20944992947813823,4,4,2,0.14002333722287047,0.1846435100548446,0.0,0.0,0.0,10,8,4,91000
0,3,0.03353665661735493,1,0,3,4,0,12,2,0,2,4,7,1,2,0.0,3,4,1,3,3,3,0.155810147299509,0,1,0,0.11642803315749811,0,0,1,0,2,1,3,6,0,5,2,0.1995768688293371,4,4,2,0.0,0.0,0.0,0.0,0.0,3,8,4,135750
4,4,0.03428451237467573,1,3,3,4,0,3,2,0,0,5,5,1,2,0.0,3,4,1,3,3,3,0.10998363338788872,4,1,4,0.17916352675207234,1,0,1,0,2,1,3,2,0,5,2,0.1692524682651622,4,4,2,0.0,0.0,0.0,0.0,0.0,0,8,4,127000
10,3,0.04430110542429129,1,3,3,4,0,19,2,2,2,4,5,3,2,0.0,3,4,1,3,3,3,0.2893617021276596,4,0,4,0.2701582516955539,0,0,2,0,4,2,3,6,0,6,3,0.0,5,5,2,0.0,0.0,0.0,0.0,0.0,3,8,4,136500
4,4,0.042721260136951086,1,3,3,0,0,17,2,0,5,5,6,1,2,0.0,3,4,2,3,3,3,0.07201309328968904,2,1,4,0.16880180859080632,0,0,1,1,2,1,3,6,0,5,2,0.31029619181946405,4,4,2,0.08634772462077012,0.0,0.2318840579710145,0.0,0.0,4,8,4,110000
5,3,0.054686952254083994,1,3,3,0,0,12,2,0,5,6,6,1,1,0.36,3,2,1,2,3,3,0.14664484451718496,4,1,4,0.34061793519216277,0,0,2,1,4,1,2,6,1,1,0,0.35895627644569816,4,4,2,0.0,0.1316270566727605,0.0,0.0,0.525,5,8,4,193500
11,4,0.014957115146416133,1,3,3,2,0,11,2,4,2,6,5,3,1,0.276875,3,2,2,0,1,3,0.20245499181669396,0,1,4,0.1889600602863602,1,0,2,0,2,1,3,6,0,1,0,0.2856135401974612,4,4,2,0.0,0.36380255941499084,0.0,0.0,0.0,2,8,4,153500
0,3,0.0416275210918694,1,3,3,4,0,21,2,0,2,8,5,1,3,0.2925,3,4,2,2,3,3,0.255810147299509,0,1,4,0.23153730218538054,0,0,2,0,3,1,2,6,1,1,1,0.5345557122708039,4,4,2,0.16802800466744455,0.1809872029250457,0.0,0.0,0.0,9,8,4,245000
0,3,0.03548575568487228,1,0,3,4,0,12,2,0,2,5,5,1,0,0.04125,3,4,1,3,3,3,0.17430441898527008,2,1,4,0.13771665410700829,0,0,1,1,3,1,3,6,0,5,2,0.3251057827926657,4,4,2,0.08634772462077012,0.0,0.0,0.0,0.0,6,0,4,126500
8,3,0.03379373203393395,1,0,3,4,0,8,2,0,7,7,5,1,1,0.01375,3,4,2,2,3,3,0.06284779050736498,2,1,4,0.21477015825169554,0,0,2,1,3,1,3,6,1,3,0,0.2820874471086037,4,4,2,0.14002333722287047,0.1316270566727605,0.0,0.0,0.0,4,8,4,168500
5,3,0.06898501951436117,1,3,3,0,0,15,2,0,5,8,5,3,1,0.1775,2,4,1,2,3,3,0.21080196399345338,0,1,4,0.39242652599849287,0,0,2,1,4,1,2,6,1,1,2,0.32581100141043723,4,4,2,0.1481913652275379,0.14990859232175502,0.0,0.0,0.0,3,8,4,260000
5,3,0.04959685900581925,1,1,3,4,0,8,2,0,5,6,5,1,2,0.0,2,4,2,2,3,0,0.11194762684124387,0,1,4,0.2309721175584024,0,0,2,1,3,1,2,6,1,3,0,0.2820874471086037,4,4,2,0.11668611435239205,0.06946983546617916,0.0,0.0,0.0,2,8,4,174000
